128,0.010053,0.000099,0.000138
1024,0.051545,0.001749,0.001755
2048,0.059948,0.006492,0.007013
4096,0.124011,0.030935,0.028164
8196,0.295262,0.145915,0.166874
16392,0.915424,1.321332,1.088278
