128,0.000116,0.000121,0.000182
1024,0.005486,0.006021,0.006329
2048,0.021413,0.030528,0.023004
4096,0.082359,0.078588,0.091385
8196,0.343624,0.348571,0.408157
16392,1.829208,2.050170,2.425582
